TIGR4.old,D39.old,TIGR4.new,TAIWAN.19F.new,TAIWAN.19F.old,D39.new,Location.Tag,Tag1,Tag2,Tag3,Category1,Category2,Category3,No..of.Categories,Gene.Name,Gene.Description,Pathway,Pathway.Name
SP_0002,SPD_0002,SP_RS00010,SPT_RS00040,SPT_0002,SPD_RS00010,Intracellular,GENETIC INFORMATION PROCESSING,,,Replication,,,1,dnaN,DNA polymerase III beta sliding clamp subunit,spn03430,Mismatch repair 
SP_0002,SPD_0002,SP_RS00010,SPT_RS00040,SPT_0002,SPD_RS00010,Intracellular,GENETIC INFORMATION PROCESSING,,,Replication,,,1,dnaN,DNA polymerase III beta sliding clamp subunit,spn03440,Homologous recombination 
SP_0377,SPD_0345,SP_RS01845,SPT_RS02125,SPT_0420,SPD_RS01835,Cell Wall,HYPOTHETICAL/UNKNOWN,,,,,,1,,choline binding protein C,,
SP_0024,SPD_0030,SP_RS00160,SPT_RS00325,SPT_0064,SPD_RS00165,Intracellular,METABOLISM,,,Various metabolism,,,1,,,spn00910,Nitrogen metabolism 
SP_0026,SPD_0031,SP_RS00170,SPT_RS00330,SPT_0065,SPD_RS00170,,HYPOTHETICAL/UNKNOWN,,,,,,1,,,,
SP_0025,SPD_0031,SP_RS00165,n.p,n.p.,SPD_RS00170,,HYPOTHETICAL/UNKNOWN,,,,,,1,,,,
SP_0168,SPD_0950,SP_RS00855,n.p,n.p.,SPD_RS05065,Membrane,ENVIRONMENTAL INFORMATION PROCESSING,CELLULAR PROCESSES,,Membrane transport,Antibiotic response/sensing,,2,,macrolide efflux protein,,
SP_0035,SPD_0041,SP_RS00215,SPT_RS00370,SPT_0073,SPD_RS00215,Intracellular,METABOLISM,,,Amino acid metabolism,,,1,araT,aromatic amino acid aminotransferase,spn00300,Lysine biosynthesis 
SP_0035,SPD_0041,SP_RS00215,SPT_RS00370,SPT_0073,SPD_RS00215,Intracellular,METABOLISM,,,Amino acid metabolism,,,1,araT,aromatic amino acid aminotransferase,spn01100,Metabolic pathways 
SP_0035,SPD_0041,SP_RS00215,SPT_RS00370,SPT_0073,SPD_RS00215,Intracellular,METABOLISM,,,Amino acid metabolism,,,1,araT,aromatic amino acid aminotransferase,spn01110,Biosynthesis of secondary metabolites 
SP_0035,SPD_0041,SP_RS00215,SPT_RS00370,SPT_0073,SPD_RS00215,Intracellular,METABOLISM,,,Amino acid metabolism,,,1,araT,aromatic amino acid aminotransferase,spn01230,Biosynthesis of amino acids 
SP_0037,SPD_0043,SP_RS00225,SPT_RS00380,SPT_0075,SPD_RS00225,Intracellular,METABOLISM,,,Lipid metabolism,,,1,plsX,glycerol-3-phosphate acyltransferase PlsX,spn00561,Glycerolipid metabolism 
SP_0037,SPD_0043,SP_RS00225,SPT_RS00380,SPT_0075,SPD_RS00225,Intracellular,METABOLISM,,,Lipid metabolism,,,1,plsX,glycerol-3-phosphate acyltransferase PlsX,spn00564,Glycerophospholipid metabolism 
SP_0037,SPD_0043,SP_RS00225,SPT_RS00380,SPT_0075,SPD_RS00225,Intracellular,METABOLISM,,,Lipid metabolism,,,1,plsX,glycerol-3-phosphate acyltransferase PlsX,spn01100,Metabolic pathways 
SP_0037,SPD_0043,SP_RS00225,SPT_RS00380,SPT_0075,SPD_RS00225,Intracellular,METABOLISM,,,Lipid metabolism,,,1,plsX,glycerol-3-phosphate acyltransferase PlsX,spn01110,Biosynthesis of secondary metabolites 
SP_0041,SPD_0046,SP_RS00240,SPT_RS00395,SPT_0078,SPD_RS00240,Extracellular,CELLULAR PROCESSES,,,Cellular community,,,1,blpU, bacteriocin BlpU,,
SP_0415,SPD_0378,SP_RS02050,SPT_RS02275,SPT_0452,SPD_RS02025,Intracellular,METABOLISM,,,Lipid metabolism,,,1,,enoyl-CoA hydratase,spn00061,Fatty acid biosynthesis 
SP_0556,SPD_0482,SP_RS02730,SPT_RS02920,SPT_0586,SPD_RS02570,Intracellular,GENETIC INFORMATION PROCESSING,,,Translation,,,1,infB,translation initiation factor IF-2,,
SP_0557,SPD_0483,SP_RS02735,SPT_RS02925,SPT_0587,SPD_RS02575,Intracellular,GENETIC INFORMATION PROCESSING,,,Translation,,,1,rbfA,Ribosome binding factor,,
SP_0558,SPD_0484,SP_RS02740,SPT_RS02930,SPT_0588,SPD_RS02580,,HYPOTHETICAL/UNKNOWN,,,,,,1,,EcsC protein family,,
SP_0559,SPD_0485,SP_RS02745,SPT_RS02935,SPT_0589,SPD_RS02585,,HYPOTHETICAL/UNKNOWN,,,,,,1,,,,
SP_0565,SPD_0491,SP_RS02775,SPT_RS02970,SPT_0596,SPD_RS02620,Intracellular,METABOLISM,,,Cofactor and vitamin metabolism,,,1,,flavin reductase,,
SP_1040,SPD_0921,SP_RS05150,n.p,n.p.,SPD_RS04920,Intracellular,GENETIC INFORMATION PROCESSING,,,DNA repair and editing,,,1,,resolvase family site-specific recombinase,,
SP_2136,SPD_1965,SP_RS10900,SPT_RS10640,SPT_2148,SPD_RS10335,Cell Wall,CELLULAR PROCESSES,,,Cellular community,,,1,pcpA,Choline binding protein PcpA,,
SP_0069,SPD_1965,SP_RS00375,n.p,n.p.,SPD_RS10335,Cell Wall,HYPOTHETICAL/UNKNOWN,,,,,,1,,Choline binding protein I,,
SP_0071,SPD_1018,SP_RS00380,SPT_RS05850,SPT_1181,SPD_RS05425,Membrane,GENETIC INFORMATION PROCESSING,,,"Folding, sorting, degradation",,,1,,,,
SP_1154,SPD_1018,SP_RS05695,SPT_RS05850,SPT_1181,SPD_RS05425,Extracellular,CELLULAR PROCESSES,,,Cellular community,,,1,,immunoglobulin A1 protease,,
SP_0083,SPD_0081,SP_RS00430,SPT_RS00585,SPT_0117,SPD_RS00430,Intracellular,GENETIC INFORMATION PROCESSING,ENVIRONMENTAL INFORMATION PROCESSING,,Transcription,Signal transduction,,2,,DNA-binding response regulator,spn02020,Two-component system 
SP_0091,SPD_0089,SP_RS00465,SPT_RS00620,SPT_0123,SPD_RS00465,Membrane,ENVIRONMENTAL INFORMATION PROCESSING,,,Membrane transport,,,1,UgpE,ABC transporter permease,spn02010,ABC transporters 
SP_0092,SPD_0090,SP_RS00475,SPT_RS00630,SPT_0124,SPD_RS00475,Membrane,ENVIRONMENTAL INFORMATION PROCESSING,,,Membrane transport,,,1,UgpB,ABC transporter substrate-binding protein,spn02010,ABC transporters 
SP_0098,SPD_0094,SP_RS00495,SPT_RS00665,SPT_0132,SPD_RS00495,Membrane,HYPOTHETICAL/UNKNOWN,,,,,,1,,,,
SP_0618,SPD_0538,SP_RS03035,SPT_RS03205,SPT_0643,SPD_RS02885,Intracellular,GENETIC INFORMATION PROCESSING,,,DNA repair and editing,,,1,,excinuclease ABC subunit C,spn03420,Nucleotide excision repair 
SP_0105,SPD_0102,SP_RS00535,SPT_RS00705,SPT_0139,SPD_RS00535,Intracellular,METABOLISM,,,Amino acid metabolism,,,1,sdhA,"L-serine dehydratase, iron-sulfur-dependent, alpha subunit (EC 4.3.1.17)",spn00260,"Glycine, serine and threonine metabolism "
SP_0105,SPD_0102,SP_RS00535,SPT_RS00705,SPT_0139,SPD_RS00535,Intracellular,METABOLISM,,,Amino acid metabolism,,,1,sdhA,"L-serine dehydratase, iron-sulfur-dependent, alpha subunit (EC 4.3.1.17)",spn00270,Cysteine and methionine metabolism 
SP_0105,SPD_0102,SP_RS00535,SPT_RS00705,SPT_0139,SPD_RS00535,Intracellular,METABOLISM,,,Amino acid metabolism,,,1,sdhA,"L-serine dehydratase, iron-sulfur-dependent, alpha subunit (EC 4.3.1.17)",spn01100,Metabolic pathways 
SP_0105,SPD_0102,SP_RS00535,SPT_RS00705,SPT_0139,SPD_RS00535,Intracellular,METABOLISM,,,Amino acid metabolism,,,1,sdhA,"L-serine dehydratase, iron-sulfur-dependent, alpha subunit (EC 4.3.1.17)",spn01110,Biosynthesis of secondary metabolites 
SP_0105,SPD_0102,SP_RS00535,SPT_RS00705,SPT_0139,SPD_RS00535,Intracellular,METABOLISM,,,Amino acid metabolism,,,1,sdhA,"L-serine dehydratase, iron-sulfur-dependent, alpha subunit (EC 4.3.1.17)",spn01130,Biosynthesis of antibiotics 
SP_0105,SPD_0102,SP_RS00535,SPT_RS00705,SPT_0139,SPD_RS00535,Intracellular,METABOLISM,,,Amino acid metabolism,,,1,sdhA,"L-serine dehydratase, iron-sulfur-dependent, alpha subunit (EC 4.3.1.17)",spn01200,Carbon metabolism 
SP_0105,SPD_0102,SP_RS00535,SPT_RS00705,SPT_0139,SPD_RS00535,Intracellular,METABOLISM,,,Amino acid metabolism,,,1,sdhA,"L-serine dehydratase, iron-sulfur-dependent, alpha subunit (EC 4.3.1.17)",spn01230,Biosynthesis of amino acids 
SP_0110,SPD_0107,SP_RS00560,SPT_RS00730,SPT_0144,SPD_RS00560,Membrane,CELLULAR PROCESSES,,,Cellular community,,,1,,,,
SP_0631,SPD_0551,SP_RS03095,SPT_RS03265,SPT_0657,SPD_RS02945,Intracellular,GENETIC INFORMATION PROCESSING,,,Translation,,,1,rplA,50S ribosomal protein L1,spn03010,Ribosome 
SP_0128,SPD_0135,SP_RS00650,SPT_RS00890,SPT_0175,SPD_RS00735,Intracellular,GENETIC INFORMATION PROCESSING,,,Translation,,,1,,ibosomal-protein-alanine acetyltransferase (EC 2.3.1.128),,
SP_0149,SPD_0151,SP_RS00770,SPT_RS01000,SPT_0196,SPD_RS00835,Membrane,ENVIRONMENTAL INFORMATION PROCESSING,,,Membrane transport,,,1,,,spn02010,ABC transporters 
SP_0155,SPD_0157,SP_RS00800,SPT_RS01030,SPT_0202,SPD_RS00865,Membrane,ENVIRONMENTAL INFORMATION PROCESSING,,,Signal transduction,,,1,,sensor histidine kinase,spn02020,Two-component system 
SP_0158,SPD_0160,SP_RS00815,SPT_RS01045,SPT_0205,SPD_RS00880,Intracellular,METABOLISM,,,Various metabolism,,,1,nrdI,flavoprotein NrdI,,
SP_0177,SPD_0168,SP_RS00880,SPT_RS01085,SPT_0214,SPD_RS00915,Intracellular,METABOLISM,,,Cofactor and vitamin metabolism,,,1,ribE,riboflavin synthase subunit alpha,spn00740,Riboflavin metabolism 
SP_0177,SPD_0168,SP_RS00880,SPT_RS01085,SPT_0214,SPD_RS00915,Intracellular,METABOLISM,,,Cofactor and vitamin metabolism,,,1,ribE,riboflavin synthase subunit alpha,spn01100,Metabolic pathways 
SP_0177,SPD_0168,SP_RS00880,SPT_RS01085,SPT_0214,SPD_RS00915,Intracellular,METABOLISM,,,Cofactor and vitamin metabolism,,,1,ribE,riboflavin synthase subunit alpha,spn01110,Biosynthesis of secondary metabolites 
SP_0180,SPD_0171,SP_RS00895,SPT_RS01100,SPT_0217,SPD_RS00930,Intracellular,GENETIC INFORMATION PROCESSING,,,DNA repair and editing,,,1,,DNA-3-methyladenine glycosylase I,spn03410,Base excision repair 
SP_0184,SPD_0174,SP_RS00910,SPT_RS01115,SPT_0220,SPD_RS00945,Membrane,CELLULAR PROCESSES,,,Structural proteins,,,1,,,,
SP_0186,SPD_0176,SP_RS00920,SPT_RS01200,SPT_0238,SPD_RS00955,Intracellular,GENETIC INFORMATION PROCESSING,,,DNA repair and editing,,,1,uvrA,Excinuclease ABC subunit A,spn03420,Nucleotide excision repair 
SP_0189,SPD_0178,SP_RS00930,SPT_RS01210,SPT_0240,SPD_RS00965,Intracellular,GENETIC INFORMATION PROCESSING,,,Transcription,,,1,spxA, transcriptional regulator Spx,,
SP_0204,SPD_0189,SP_RS00990,SPT_RS01270,SPT_0252,SPD_RS01025,Intracellular,METABOLISM,,,Various metabolism,,,1,,acetyltransferase,,
SP_0208,SPD_0192,SP_RS01005,SPT_RS01285,SPT_0255,SPD_RS01040,Intracellular,GENETIC INFORMATION PROCESSING,,,Translation,,,1,rpsJ,30S ribosomal protein S10,spn03010,Ribosome 
SP_0211,SPD_0195,SP_RS01020,SPT_RS01300,SPT_0258,SPD_RS01055,Intracellular,GENETIC INFORMATION PROCESSING,,,Translation,,,1,rplW,50S ribosomal protein L23,spn03010,Ribosome 
SP_0212,SPD_0196,SP_RS01025,SPT_RS01305,SPT_0259,SPD_RS01060,Intracellular,GENETIC INFORMATION PROCESSING,,,Translation,,,1,rplB,50S ribosomal protein L2,spn03010,Ribosome 
SP_0215,SPD_0199,SP_RS01040,SPT_RS01320,SPT_0262,SPD_RS01075,Intracellular,GENETIC INFORMATION PROCESSING,,,Translation,,,1,rpsC,30S ribosomal protein S3,spn03010,Ribosome 
SP_0225,SPD_0208,SP_RS01085,SPT_RS01365,SPT_0271,SPD_RS01120,Intracellular,GENETIC INFORMATION PROCESSING,,,Translation,,,1,rplF,50S ribosomal protein L6,spn03010,Ribosome 
SP_0227,SPD_0210,SP_RS01095,SPT_RS01375,SPT_0273,SPD_RS01130,Intracellular,GENETIC INFORMATION PROCESSING,,,Translation,,,1,rpsE,30S ribosomal protein S5,spn03010,Ribosome 
SP_0230,SPD_0213,SP_RS01110,SPT_RS01390,SPT_0276,SPD_RS01145,Membrane,ENVIRONMENTAL INFORMATION PROCESSING,GENETIC INFORMATION PROCESSING,,Membrane transport,"Folding, sorting, degradation",,2,secY,preprotein translocase subunit SecY,spn02024,Quorum sensing 
SP_0230,SPD_0213,SP_RS01110,SPT_RS01390,SPT_0276,SPD_RS01145,Membrane,ENVIRONMENTAL INFORMATION PROCESSING,GENETIC INFORMATION PROCESSING,,Membrane transport,"Folding, sorting, degradation",,2,secY,preprotein translocase subunit SecY,spn03060,Protein export 
SP_0230,SPD_0213,SP_RS01110,SPT_RS01390,SPT_0276,SPD_RS01145,Membrane,ENVIRONMENTAL INFORMATION PROCESSING,GENETIC INFORMATION PROCESSING,,Membrane transport,"Folding, sorting, degradation",,2,secY,preprotein translocase subunit SecY,spn03070,Bacterial secretion system 
SP_0231,SPD_0214,SP_RS01115,SPT_RS01395,SPT_0277,SPD_RS01150,Intracellular,METABOLISM,,,Nucleotide metabolism,,,1,adk,adenylate kinase (EC 2.7.4.3),spn00230,Purine metabolism 
SP_0231,SPD_0214,SP_RS01115,SPT_RS01395,SPT_0277,SPD_RS01150,Intracellular,METABOLISM,,,Nucleotide metabolism,,,1,adk,adenylate kinase (EC 2.7.4.3),spn00730,Thiamine metabolism 
SP_0231,SPD_0214,SP_RS01115,SPT_RS01395,SPT_0277,SPD_RS01150,Intracellular,METABOLISM,,,Nucleotide metabolism,,,1,adk,adenylate kinase (EC 2.7.4.3),spn01100,Metabolic pathways 
SP_0231,SPD_0214,SP_RS01115,SPT_RS01395,SPT_0277,SPD_RS01150,Intracellular,METABOLISM,,,Nucleotide metabolism,,,1,adk,adenylate kinase (EC 2.7.4.3),spn01110,Biosynthesis of secondary metabolites 
SP_0231,SPD_0214,SP_RS01115,SPT_RS01395,SPT_0277,SPD_RS01150,Intracellular,METABOLISM,,,Nucleotide metabolism,,,1,adk,adenylate kinase (EC 2.7.4.3),spn01130,Biosynthesis of antibiotics 
SP_0240,SPD_0222,SP_RS01160,SPT_RS01440,SPT_0286,SPD_RS01195,Intracellular,METABOLISM,,,Amino acid metabolism,,,1,,phosphoglycerate mutase,spn00010,Glycolysis / Gluconeogenesis 
SP_0240,SPD_0222,SP_RS01160,SPT_RS01440,SPT_0286,SPD_RS01195,Intracellular,METABOLISM,,,Amino acid metabolism,,,1,,phosphoglycerate mutase,spn00260,"Glycine, serine and threonine metabolism "
SP_0240,SPD_0222,SP_RS01160,SPT_RS01440,SPT_0286,SPD_RS01195,Intracellular,METABOLISM,,,Amino acid metabolism,,,1,,phosphoglycerate mutase,spn00680,Methane metabolism 
SP_0240,SPD_0222,SP_RS01160,SPT_RS01440,SPT_0286,SPD_RS01195,Intracellular,METABOLISM,,,Amino acid metabolism,,,1,,phosphoglycerate mutase,spn01100,Metabolic pathways 
SP_0240,SPD_0222,SP_RS01160,SPT_RS01440,SPT_0286,SPD_RS01195,Intracellular,METABOLISM,,,Amino acid metabolism,,,1,,phosphoglycerate mutase,spn01110,Biosynthesis of secondary metabolites 
SP_0240,SPD_0222,SP_RS01160,SPT_RS01440,SPT_0286,SPD_RS01195,Intracellular,METABOLISM,,,Amino acid metabolism,,,1,,phosphoglycerate mutase,spn01120,Microbial metabolism in diverse environments 
SP_0240,SPD_0222,SP_RS01160,SPT_RS01440,SPT_0286,SPD_RS01195,Intracellular,METABOLISM,,,Amino acid metabolism,,,1,,phosphoglycerate mutase,spn01130,Biosynthesis of antibiotics 
SP_0240,SPD_0222,SP_RS01160,SPT_RS01440,SPT_0286,SPD_RS01195,Intracellular,METABOLISM,,,Amino acid metabolism,,,1,,phosphoglycerate mutase,spn01200,Carbon metabolism 
SP_0240,SPD_0222,SP_RS01160,SPT_RS01440,SPT_0286,SPD_RS01195,Intracellular,METABOLISM,,,Amino acid metabolism,,,1,,phosphoglycerate mutase,spn01230,Biosynthesis of amino acids 
SP_0247,SPD_0231,SP_RS01200,SPT_RS01485,SPT_0295,SPD_RS01240,Intracellular,GENETIC INFORMATION PROCESSING,,,Transcription,,,1,,transcriptional regulator,,
SP_0249,SPD_0233,SP_RS01210,SPT_RS01495,SPT_0297,SPD_RS01250,Membrane,ENVIRONMENTAL INFORMATION PROCESSING,METABOLISM,,Membrane transport,Carbohydrate metabolism,,2,CelA,PTS system transporter subunit IIB,spn00500,Starch and sucrose metabolism 
SP_0249,SPD_0233,SP_RS01210,SPT_RS01495,SPT_0297,SPD_RS01250,Membrane,ENVIRONMENTAL INFORMATION PROCESSING,METABOLISM,,Membrane transport,Carbohydrate metabolism,,2,CelA,PTS system transporter subunit IIB,spn02060,Phosphotransferase system (PTS) 
SP_0251,SPD_0235,SP_RS01220,SPT_RS01505,SPT_0299,SPD_RS01260,Intracellular,METABOLISM,METABOLISM,,Carbohydrate metabolism,Energy metabolism,,2,,formate acetyltransferase,spn00620,Pyruvate metabolism 
SP_0251,SPD_0235,SP_RS01220,SPT_RS01505,SPT_0299,SPD_RS01260,Intracellular,METABOLISM,METABOLISM,,Carbohydrate metabolism,Energy metabolism,,2,,formate acetyltransferase,spn00640,Propanoate metabolism 
SP_0251,SPD_0235,SP_RS01220,SPT_RS01505,SPT_0299,SPD_RS01260,Intracellular,METABOLISM,METABOLISM,,Carbohydrate metabolism,Energy metabolism,,2,,formate acetyltransferase,spn00650,Butanoate metabolism 
SP_0251,SPD_0235,SP_RS01220,SPT_RS01505,SPT_0299,SPD_RS01260,Intracellular,METABOLISM,METABOLISM,,Carbohydrate metabolism,Energy metabolism,,2,,formate acetyltransferase,spn01100,Metabolic pathways 
SP_0251,SPD_0235,SP_RS01220,SPT_RS01505,SPT_0299,SPD_RS01260,Intracellular,METABOLISM,METABOLISM,,Carbohydrate metabolism,Energy metabolism,,2,,formate acetyltransferase,spn01120,Microbial metabolism in diverse environments 
SP_0266,SPD_0248,SP_RS01305,SPT_RS01580,SPT_0313,SPD_RS01330,Intracellular,METABOLISM,,,Carbohydrate metabolism,,,1,,glucosamine--fructose-6-phosphate aminotransferase,spn00250,"Alanine, aspartate and glutamate metabolism "
SP_0266,SPD_0248,SP_RS01305,SPT_RS01580,SPT_0313,SPD_RS01330,Intracellular,METABOLISM,,,Carbohydrate metabolism,,,1,,glucosamine--fructose-6-phosphate aminotransferase,spn00520,Amino sugar and nucleotide sugar metabolism 
SP_0266,SPD_0248,SP_RS01305,SPT_RS01580,SPT_0313,SPD_RS01330,Intracellular,METABOLISM,,,Carbohydrate metabolism,,,1,,glucosamine--fructose-6-phosphate aminotransferase,spn01100,Metabolic pathways 
SP_0266,SPD_0248,SP_RS01305,SPT_RS01580,SPT_0313,SPD_RS01330,Intracellular,METABOLISM,,,Carbohydrate metabolism,,,1,,glucosamine--fructose-6-phosphate aminotransferase,spn01130,Biosynthesis of antibiotics 
SP_0267,SPD_0249,SP_RS01310,SPT_RS01585,SPT_0314,SPD_RS01335,Intracellular,METABOLISM,,,Various metabolism,,,1,,,,
SP_0285,SPD_0265,SP_RS01400,SPT_RS01675,SPT_0330,SPD_RS01420,Intracellular,METABOLISM,,,Various metabolism,,,1,,alcohol dehydrogenase,spn00010,Glycolysis / Gluconeogenesis 
SP_0285,SPD_0265,SP_RS01400,SPT_RS01675,SPT_0330,SPD_RS01420,Intracellular,METABOLISM,,,Various metabolism,,,1,,alcohol dehydrogenase,spn00625,Chloroalkane and chloroalkene degradation 
SP_0285,SPD_0265,SP_RS01400,SPT_RS01675,SPT_0330,SPD_RS01420,Intracellular,METABOLISM,,,Various metabolism,,,1,,alcohol dehydrogenase,spn00626,Naphthalene degradation 
SP_0285,SPD_0265,SP_RS01400,SPT_RS01675,SPT_0330,SPD_RS01420,Intracellular,METABOLISM,,,Various metabolism,,,1,,alcohol dehydrogenase,spn01100,Metabolic pathways 
SP_0285,SPD_0265,SP_RS01400,SPT_RS01675,SPT_0330,SPD_RS01420,Intracellular,METABOLISM,,,Various metabolism,,,1,,alcohol dehydrogenase,spn01110,Biosynthesis of secondary metabolites 
SP_0285,SPD_0265,SP_RS01400,SPT_RS01675,SPT_0330,SPD_RS01420,Intracellular,METABOLISM,,,Various metabolism,,,1,,alcohol dehydrogenase,spn01120,Microbial metabolism in diverse environments 
SP_0285,SPD_0265,SP_RS01400,SPT_RS01675,SPT_0330,SPD_RS01420,Intracellular,METABOLISM,,,Various metabolism,,,1,,alcohol dehydrogenase,spn01130,Biosynthesis of antibiotics 
SP_0285,SPD_0265,SP_RS01400,SPT_RS01675,SPT_0330,SPD_RS01420,Intracellular,METABOLISM,,,Various metabolism,,,1,,alcohol dehydrogenase,spn01220,Degradation of aromatic compounds 
SP_0291,SPD_0271,SP_RS01430,SPT_RS01705,SPT_0337,SPD_RS01450,Intracellular,METABOLISM,,,Cofactor and vitamin metabolism,,,1,,GTP cyclohydrolase I (EC 3.5.4.16) type 1,spn00790,Folate biosynthesis 
SP_0291,SPD_0271,SP_RS01430,SPT_RS01705,SPT_0337,SPD_RS01450,Intracellular,METABOLISM,,,Cofactor and vitamin metabolism,,,1,,GTP cyclohydrolase I (EC 3.5.4.16) type 1,spn01100,Metabolic pathways 
SP_0304,SPD_0278,SP_RS01485,SPT_RS01800,SPT_0355,SPD_RS01490,Membrane,ENVIRONMENTAL INFORMATION PROCESSING,,,Membrane transport,,,1,,,,
SP_0309,SPD_0282,SP_RS01505,SPT_RS01820,SPT_0359,SPD_RS01510,,HYPOTHETICAL/UNKNOWN,,,,,,1,,,,
SP_0314,SPD_0287,SP_RS01530,SPT_RS01845,SPT_0364,SPD_RS01535,Capsule,METABOLISM,,,Capsule metabolism,,,1,,hyaluronidase,,
SP_0321,SPD_0293,SP_RS01560,SPT_RS01875,SPT_0370,SPD_RS01565,Intracellular,ENVIRONMENTAL INFORMATION PROCESSING,METABOLISM,,Membrane transport,Carbohydrate metabolism,,2,,PTS system transporter subunit IIA,spn00052,Galactose metabolism 
SP_0321,SPD_0293,SP_RS01560,SPT_RS01875,SPT_0370,SPD_RS01565,Intracellular,ENVIRONMENTAL INFORMATION PROCESSING,METABOLISM,,Membrane transport,Carbohydrate metabolism,,2,,PTS system transporter subunit IIA,spn02060,Phosphotransferase system (PTS) 
SP_0323,SPD_0295,SP_RS01570,SPT_RS01885,SPT_0372,SPD_RS01575,Membrane,ENVIRONMENTAL INFORMATION PROCESSING,METABOLISM,,Membrane transport,Carbohydrate metabolism,,2,,PTS system transporter subunit IIB,spn00052,Galactose metabolism 
SP_0323,SPD_0295,SP_RS01570,SPT_RS01885,SPT_0372,SPD_RS01575,Membrane,ENVIRONMENTAL INFORMATION PROCESSING,METABOLISM,,Membrane transport,Carbohydrate metabolism,,2,,PTS system transporter subunit IIB,spn02060,Phosphotransferase system (PTS) 
SP_0325,SPD_0297,SP_RS01580,SPT_RS01895,SPT_0374,SPD_RS01585,Membrane,ENVIRONMENTAL INFORMATION PROCESSING,METABOLISM,,Membrane transport,Carbohydrate metabolism,,2,,PTS system transporter subunit IID,spn00052,Galactose metabolism 
SP_0325,SPD_0297,SP_RS01580,SPT_RS01895,SPT_0374,SPD_RS01585,Membrane,ENVIRONMENTAL INFORMATION PROCESSING,METABOLISM,,Membrane transport,Carbohydrate metabolism,,2,,PTS system transporter subunit IID,spn02060,Phosphotransferase system (PTS) 
SP_0333,SPD_0303,SP_RS01625,SPT_RS01930,SPT_0383,SPD_RS01615,Intracellular,GENETIC INFORMATION PROCESSING,,,Transcription,,,1,,,,
SP_0337,SPD_0307,SP_RS01645,SPT_RS01950,SPT_0387,SPD_RS01635,Cell Wall,METABOLISM,,,Cell wall metabolism,,,1,MraY,Phospho-N-acetylmuramoyl-pentapeptide-transferase (EC 2.7.8.13) ,spn00550,Peptidoglycan biosynthesis 
SP_0337,SPD_0307,SP_RS01645,SPT_RS01950,SPT_0387,SPD_RS01635,Cell Wall,METABOLISM,,,Cell wall metabolism,,,1,MraY,Phospho-N-acetylmuramoyl-pentapeptide-transferase (EC 2.7.8.13) ,spn01100,Metabolic pathways 
SP_0337,SPD_0307,SP_RS01645,SPT_RS01950,SPT_0387,SPD_RS01635,Cell Wall,METABOLISM,,,Cell wall metabolism,,,1,MraY,Phospho-N-acetylmuramoyl-pentapeptide-transferase (EC 2.7.8.13) ,spn01502,Vancomycin resistance 
SP_0858,SPD_0751,SP_RS04205,SPT_RS06690,SPT_1346,SPD_RS03980,Membrane,HYPOTHETICAL/UNKNOWN,,,,,,1,,putative membrane protein,,
SP_1377,SPD_1211,SP_RS06750,SPT_RS04445,SPT_0896,SPD_RS06390,Intracellular,METABOLISM,,,Amino acid metabolism,,,1,AroD,3-dehydroquinate dehydratase I,spn00400,"Phenylalanine, tyrosine and tryptophan biosynthesis "
SP_1377,SPD_1211,SP_RS06750,SPT_RS04445,SPT_0896,SPD_RS06390,Intracellular,METABOLISM,,,Amino acid metabolism,,,1,AroD,3-dehydroquinate dehydratase I,spn01100,Metabolic pathways 
SP_1377,SPD_1211,SP_RS06750,SPT_RS04445,SPT_0896,SPD_RS06390,Intracellular,METABOLISM,,,Amino acid metabolism,,,1,AroD,3-dehydroquinate dehydratase I,spn01110,Biosynthesis of secondary metabolites 
SP_1377,SPD_1211,SP_RS06750,SPT_RS04445,SPT_0896,SPD_RS06390,Intracellular,METABOLISM,,,Amino acid metabolism,,,1,AroD,3-dehydroquinate dehydratase I,spn01130,Biosynthesis of antibiotics 
SP_1377,SPD_1211,SP_RS06750,SPT_RS04445,SPT_0896,SPD_RS06390,Intracellular,METABOLISM,,,Amino acid metabolism,,,1,AroD,3-dehydroquinate dehydratase I,spn01230,Biosynthesis of amino acids 
SP_0366,SPD_0334,SP_RS01790,SPT_RS02070,SPT_0410,SPD_RS01780,Membrane,ENVIRONMENTAL INFORMATION PROCESSING,,,Membrane transport,,,1,AliA,oligopeptide ABC transporter oligopeptide-binding protein AliA,spn02024,Quorum sensing 
SP_0382,SPD_0347,SP_RS01875,SPT_RS02155,SPT_0427,SPD_RS01845,Intracellular,METABOLISM,,,Lipid metabolism,,,1,mvaD,Diphosphomevalonate decarboxylase (EC 4.1.1.33),spn00900,Terpenoid backbone biosynthesis 
SP_0382,SPD_0347,SP_RS01875,SPT_RS02155,SPT_0427,SPD_RS01845,Intracellular,METABOLISM,,,Lipid metabolism,,,1,mvaD,Diphosphomevalonate decarboxylase (EC 4.1.1.33),spn01100,Metabolic pathways 
SP_0382,SPD_0347,SP_RS01875,SPT_RS02155,SPT_0427,SPD_RS01845,Intracellular,METABOLISM,,,Lipid metabolism,,,1,mvaD,Diphosphomevalonate decarboxylase (EC 4.1.1.33),spn01110,Biosynthesis of secondary metabolites 
SP_0382,SPD_0347,SP_RS01875,SPT_RS02155,SPT_0427,SPD_RS01845,Intracellular,METABOLISM,,,Lipid metabolism,,,1,mvaD,Diphosphomevalonate decarboxylase (EC 4.1.1.33),spn01130,Biosynthesis of antibiotics 
